Date,Open,High,Low,Close,Volume,Adj Close
2013-12-31,95.720001,96.00,95.660004,95.919998,4570300,91.50821
2013-12-30,95.599998,95.660004,95.410004,95.57,3159900,91.174309
2013-12-27,95.730003,95.919998,95.43,95.540001,2370400,91.14569
2013-12-26,95.400002,95.639999,95.260002,95.599998,2940500,91.202928
2013-12-24,94.989998,95.209999,94.900002,95.150002,1362100,90.773629
2013-12-23,94.839996,94.949997,94.650002,94.889999,3095000,90.525585
2013-12-20,93.860001,94.529999,93.839996,94.330002,6210200,89.991344
2013-12-19,94.129997,94.239998,93.830002,94.199997,6352600,89.396039
2013-12-18,93.029999,94.339996,92.160004,94.330002,4089700,89.519414
2013-12-17,93.239998,93.239998,92.57,92.830002,3374200,88.09591
2013-12-16,92.940002,93.339996,92.879997,93.110001,3207500,88.361629
2013-12-13,92.690002,92.720001,92.25,92.459999,3605700,87.744776
2013-12-12,92.559998,92.760002,92.18,92.43,3587000,87.716307
2013-12-11,93.879997,93.879997,92.50,92.599998,3887100,87.877636
2013-12-10,93.93,94.150002,93.720001,93.760002,2403200,88.978482
2013-12-09,94.25,94.279999,93.949997,94.07,2121100,89.272671
2013-12-06,93.800003,93.970001,93.480003,93.860001,2071600,89.073381
2013-12-05,93.139999,93.260002,92.82,92.900002,2185400,88.16234
2013-12-04,92.970001,93.620003,92.480003,93.169998,2300800,88.418567
2013-12-03,93.400002,93.589996,92.940002,93.300003,2129100,88.541942
2013-12-02,94.059998,94.18,93.540001,93.660004,3209500,88.883584
2013-11-29,94.07,94.339996,93.860001,93.860001,934600,89.073381
2013-11-27,93.93,94.040001,93.760002,93.989998,1480800,89.196749
2013-11-26,93.629997,94.010002,93.519997,93.720001,1355100,88.940521
2013-11-25,93.959999,93.970001,93.50,93.629997,1719500,88.855107
2013-11-22,93.389999,93.75,93.220001,93.730003,2687300,88.950014
2013-11-21,92.769997,93.330002,92.650002,93.269997,2720700,88.513466
2013-11-20,92.889999,93.18,92.160004,92.440002,1931400,87.725799
2013-11-19,92.980003,93.220001,92.550003,92.730003,1828700,88.001011
2013-11-18,93.720001,93.720001,92.779999,93.00,3123300,88.257238
2013-11-15,93.029999,93.440002,93.00,93.440002,1623900,88.674802
2013-11-14,92.739998,93.089996,92.480003,93.029999,1971100,88.285707
2013-11-13,91.379997,92.599998,91.300003,92.589996,1837800,87.868144
2013-11-12,91.760002,91.949997,91.459999,91.809998,2067900,87.127923
2013-11-11,91.790001,92.07,91.730003,91.949997,1729500,87.260783
2013-11-08,90.75,91.889999,90.669998,91.889999,2637800,87.203845
2013-11-07,92.190002,92.190002,90.599998,90.68,2876200,86.055553
2013-11-06,92.080002,92.239998,91.669998,91.900002,2655100,87.213337
2013-11-05,91.699997,91.860001,91.269997,91.660004,2301300,86.985578
2013-11-04,91.809998,91.970001,91.559998,91.93,3443700,87.241806
2013-11-01,91.440002,91.790001,91.00,91.510002,2477600,86.843227
2013-10-31,91.589996,91.949997,91.18,91.389999,2937900,86.729344
2013-10-30,92.349998,92.400002,91.309998,91.660004,2641200,86.985578
2013-10-29,91.949997,92.199997,91.800003,92.199997,1454400,87.498034
2013-10-28,91.650002,91.849998,91.459999,91.739998,1711900,87.061493
2013-10-25,91.57,91.669998,91.260002,91.669998,2038100,86.995063
2013-10-24,91.25,91.389999,90.910004,91.339996,1713400,86.681891
2013-10-23,91.169998,91.220001,90.629997,90.989998,2779500,86.349741
2013-10-22,91.220001,91.730003,91.010002,91.419998,3757600,86.757813
2013-10-21,91.00,91.139999,90.720001,90.900002,2461600,86.264335
2013-10-18,90.709999,90.980003,90.449997,90.949997,2996600,86.31178
2013-10-17,89.349998,90.349998,89.260002,90.309998,4442100,85.704419
2013-10-16,88.989998,89.669998,88.879997,89.650002,2427700,85.078081
2013-10-15,88.889999,89.150002,88.279999,88.410004,2603000,83.90132
2013-10-14,88.120003,89.129997,87.980003,89.089996,1851400,84.546635
2013-10-11,87.980003,88.730003,87.900002,88.699997,3132700,84.176525
2013-10-10,87.080002,88.120003,87.059998,88.080002,4036900,83.588148
2013-10-09,86.379997,86.510002,85.629997,86.139999,3786700,81.74708
2013-10-08,87.25,87.43,86.160004,86.199997,3431800,81.804018
2013-10-07,87.449997,87.860001,87.300003,87.360001,1598500,82.904865
2013-10-04,87.57,88.239998,87.440002,88.150002,2509800,83.654577
2013-10-03,88.040001,88.160004,87.040001,87.510002,8263300,83.047216
2013-10-02,87.910004,88.309998,87.610001,88.260002,2014400,83.758968
2013-10-01,87.739998,88.480003,87.669998,88.410004,3075700,83.90132
2013-09-30,87.379997,87.879997,87.099998,87.650002,2522100,83.180076
2013-09-27,87.989998,88.150002,87.790001,88.059998,1938800,83.569163
2013-09-26,88.220001,88.660004,88.099998,88.410004,1210000,83.90132
2013-09-25,88.339996,88.50,87.949997,88.07,1345300,83.578656
2013-09-24,88.239998,88.760002,88.010002,88.230003,4013500,83.730499
2013-09-23,88.510002,88.68,87.989998,88.370003,2586500,83.863359
2013-09-20,89.889999,90.00,89.080002,89.199997,2673500,84.243902
2013-09-19,90.07,90.230003,89.660004,89.800003,2644500,84.810571
2013-09-18,88.919998,90.120003,88.580002,89.940002,2702700,84.942792
2013-09-17,88.540001,88.900002,88.540001,88.900002,1656800,83.960575
2013-09-16,88.93,89.00,88.300003,88.43,2519600,83.516688
2013-09-13,87.870003,88.00,87.620003,87.919998,1793300,83.035022
2013-09-12,88.029999,88.120003,87.650002,87.739998,1124600,82.865023
2013-09-11,87.699997,88.019997,87.489998,88.010002,1573200,83.120025
2013-09-10,87.660004,87.779999,87.43,87.779999,3454900,82.902801
2013-09-09,86.43,87.129997,86.419998,87.099998,1811100,82.260583
2013-09-06,86.400002,86.639999,85.309998,86.129997,1807600,81.344477
2013-09-05,86.010002,86.269997,85.989998,86.059998,1511200,81.278366
2013-09-04,85.269997,86.080002,85.120003,85.959999,2610800,81.183924
2013-09-03,85.769997,85.919998,84.839996,85.199997,1807200,80.466149
2013-08-30,85.440002,85.449997,84.620003,84.769997,2437700,80.06004
2013-08-29,84.879997,85.68,84.849998,85.269997,1291300,80.532259
2013-08-28,84.720001,85.339996,84.599998,85.040001,1444100,80.315042
2013-08-27,85.370003,85.650002,84.68,84.730003,2180200,80.022269
2013-08-26,86.589996,86.860001,86.139999,86.260002,1982000,81.467258
2013-08-23,86.410004,86.559998,85.989998,86.480003,1267900,81.675036
2013-08-22,85.550003,86.279999,85.550003,86.120003,2065100,81.335037
2013-08-21,85.629997,86.089996,85.120003,85.360001,3102600,80.617262
2013-08-20,85.43,86.139999,85.360001,85.860001,2044700,81.089481
2013-08-19,85.650002,86.059998,85.300003,85.300003,2112200,80.560598
2013-08-16,86.080002,86.339996,85.730003,85.879997,4926400,81.108367
2013-08-15,86.82,86.82,86.050003,86.160004,2729700,81.372816
2013-08-14,87.900002,88.00,87.440002,87.459999,1369500,82.600581
2013-08-13,87.919998,88.040001,87.32,87.919998,1298200,83.035022
2013-08-12,87.389999,87.830002,87.25,87.730003,1102100,82.855584
2013-08-09,87.900002,88.169998,87.470001,87.790001,2519700,82.912248
2013-08-08,88.089996,88.18,87.559998,88.010002,2251200,83.120025
2013-08-07,87.660004,87.779999,87.290001,87.650002,1542700,82.780027
2013-08-06,88.510002,88.540001,87.769997,88.00,1587700,83.110579
2013-08-05,88.510002,88.690002,88.339996,88.580002,1167300,83.658355
2013-08-02,88.43,88.620003,88.190002,88.57,2224400,83.648909
2013-08-01,88.099998,88.599998,88.07,88.529999,2416600,83.61113
2013-07-31,87.43,88.00,87.32,87.419998,2211400,82.562803
2013-07-30,87.540001,87.620003,87.099998,87.330002,1379400,82.477807
2013-07-29,87.419998,87.57,87.019997,87.239998,1681800,82.392804
2013-07-26,87.230003,87.57,86.790001,87.540001,1845100,82.676138
2013-07-25,87.00,87.57,86.949997,87.529999,1781800,82.666692
2013-07-24,87.949997,87.989998,87.029999,87.209999,2997600,82.364472
2013-07-23,87.93,88.00,87.510002,87.559998,1915200,82.695024
2013-07-22,87.690002,87.82,87.470001,87.720001,2121000,82.846137
2013-07-19,87.199997,87.529999,87.099998,87.529999,1604300,82.666692
2013-07-18,87.089996,87.589996,87.010002,87.400002,2100100,82.543917
2013-07-17,87.010002,87.129997,86.760002,86.910004,1718700,82.081145
2013-07-16,87.07,87.099998,86.419998,86.629997,1637900,81.816696
2013-07-15,86.910004,87.110001,86.730003,87.019997,2340200,82.185026
2013-07-12,86.540001,86.830002,86.440002,86.690002,2141400,81.873367
2013-07-11,86.43,86.639999,86.110001,86.610001,3560300,81.79781
